Date,Close,High,Low,Open,Volume,RSI_6,RSI_14,RSI_23,MA_20,MA_50,MA_100,MA_200,EMA_8,EMA_21,EMA_34,EMA_55,EMA_89,KC_upper,KC_middle,KC_lower,OBV,MACD,MACD_signal,MACD_hist,Stoch_K,Stoch_D,Ticker
2018-01-02,4.928265571594238,4.9319741433273965,4.808365773535016,4.840009108801232,355616000,,,,,,,,,,,,,5.013143532611264,,4.765926793026503,355616000,,,,,,NVDA
2018-01-03,5.252615451812744,5.283023390776195,5.037042459513838,5.045695010065558,914704000,,,,,,,,,,,,,5.225009115620606,,4.8554198145658685,1270320000,,,,,,NVDA
2018-01-04,5.280303478240967,5.390562431990464,5.258053928384344,5.333949761815287,583268000,,,,,,,,,,,,,5.2973888936841975,,4.962657023910292,1853588000,,,,,,NVDA
2018-01-05,5.32504940032959,5.362378902130493,5.2182514813558765,5.295136099778255,580124000,,,,,,,,,,,,,5.334546840774799,,5.011434228057062,2433712000,,,,,,NVDA
2018-01-08,5.488212585449219,5.562377429227488,5.403664210874558,5.448657939230332,881216000,,,,,,,,,,,,,5.396330397993842,,5.074355020478481,3314928000,,,,,,NVDA
2018-01-09,5.486728191375732,5.533204868930787,5.405146688959202,5.493650229669954,497000000,99.56465445549676,,,,,,,,,,,,5.4307894588382295,,5.119790584251565,2817928000,,,,,,NVDA
2018-01-10,5.5297441482543945,5.533205167588315,5.339881775248777,5.394269289285893,582664000,99.62189550259932,,,,,,,,,,,,5.463667215580868,,5.141861496695289,3400592000,,,,,,NVDA
2018-01-11,5.539633274078369,5.593773709416241,5.518124971293101,5.562376981636238,406032000,99.63513040375871,,,,,,,5.372195752768253,,,,,5.4839787373481395,,5.183486548792473,3806624000,,,,,,NVDA
2018-01-12,5.512440204620361,5.56213083346744,5.471896759438468,5.527767713884781,359916000,89.31862812461029,,,,,,,5.403361186513166,,,,,5.497505915406242,,5.210349731350322,3446708000,,,,,,NVDA
2018-01-16,5.441489219665527,5.624429605641397,5.356941303063626,5.538892893454774,702348000,67.4514509408092,,,,,,,5.411834082769246,,,,,5.52193282506908,,5.209994598903198,2744360000,,,,,,NVDA
